Name,Address,City,State,Zip,Phone,Notes,Membership
Food Lion,7465 Hargett Boulevard,Gloucester,VA,23061,804-695-1211,,
Food Lion,467 Oriana Road,Newport News,VA,23608,757-877-1403,,
Food Lion,5210 George Washington Memorial Highway,Grafton,VA,23692,757-898-5023,,
Food Lion,316 Oyter Point Road,Newport News,VA,23602,757-249-1663,,
Food Lion,41 Hiden Boulevard,Newport News,VA,23606,757-595-6821,,
Food Lion,980 J Clyde Morris Boulevard,Newport News,VA,23601,757-595-9419,,
Food Lion,11712 Jefferson Avenue,Newport News,VA,23607,757-873-8418,,
Food Lion,2900 Hampton Highway,Yorktown,VA,23693,757-865-0848,,
Food Lion,425 Wythe Creek Road,Poquoson,VA,23662,757-868-8029,,
Food Lion,10880 Warwick Boulevard,Newport News,VA,23601,757-595-0115,,
Food Lion,1164 Big Bethel Road,Hampton,VA,23666,757-262-0956,,
Food Lion,9030 Pocahantos Trail,Providence Forge,VA,23140,804-966-9419,,
Food Lion,1941 S Church Street,Smithfield,VA,23430,757-357-0200,,
Food Lion,123 E Newmarket Square,Hampton,VA,23605,757-255-7887,,
Food Lion,4047 West Mercury Boulevard,Hampton,VA,23666,757-825-8020,,
Food Lion,85 Coliseum Crossing,Hampton,VA,23666,757-827-1304,,
Food Lion,13478 Carrolton Boulevard,Carrolton,VA,23314,757-238-3330,,
Food Lion,21 West Mercury Boulevard,Hampton,VA,23669,757-727-9001,,
Food Lion,3855 Kecoughtan Road,Hampton,VA,23669,757-723-8802,,
Food Lion,2070 Nickerson Boulevard,Hampton,VA,23663,757-850-0302,,
Food Lion,608 Mercury Boulevard,Hampton,VA,23663,757-723-0771,,
Food Lion,3215 Bridge Road,Suffolk,VA,23435,757-484-4467,,
Food Lion,7300 Market Place Drive,Quinton,VA,23141,804-932-8807,,
Food Lion,4000 Prince George Drive,Prince George,VA,23875,804-458-5567,,
Food Lion,2120 S Crater Road,Petersburg,VA,23805,804-863-2627,,
Food Lion,5209 Plaza Drive,Hopewell,VA,23860,804-458-7207,,
Food Lion,11 Dunlop Village,Colonial Heights,VA,23834,804-526-0143,,
Food Lion,20821 Woodpecker Road,Ettrick,VA,23803,804-520-4510,,
Food Lion,4320 Westgate Drive,Dinwiddie,VA,23803,804-863-2064,,
Food Lion,28344 Southampton Parkway,Courtland,VA,23837,757-653-9790,,
Food Lion,11435 Windsor Boulevard,Windsor,VA,23487,757-242-3993,,
Food Lion,13145 Rivers Blend Boulevard,Chester,VA,23836,804-530-1051,,
Food Lion,1328 Armory Drive,Franklin,VA,23851,757-562-6693,,
Food Lion,13103 Boydton Plank Road,Dinwiddie,VA,23841,804-469-3790,,
Food Lion,12120 Bermuda Crossroad Lane,Chester,VA,23831,804-706-1488,,
Food Lion,9801 Chester Road,Chester,VA,23831,804-748-0560,,
Food Lion,2589 New Kent Highway,Quinton,VA,23141,804-932-3188,,
Food Lion,910 Great Bridge Boulevard,Chesapeake,VA,23320,757-436-4555,,
Food Lion,2048 Atlantic Avenue,Chesapeake,VA,23324,757-494-3527,,
Food Lion,2544 Bainbridge Boulevard,Chesapeake,VA,23324,757-494-5981,,
Food Lion,2012 Victory Boulevard,Portsmouth,VA,23702,757-487-1304,,
Food Lion,109 Gainsborough Square,Chesapeake,VA,23320,757-382-7799,,
Food Lion,801 Volvo Parkway,Chesapeake,VA,23320,757-436-9304,,
Food Lion,2800 Yadkin Road,Chesapeake,VA,23323,757-558-0168,,
Food Lion,2617 Moses Grandy Trail,Chesapeake,VA,23323,757-487-1228,,
Food Lion,1245 Cedar Road,Chesapeake,VA,23322,757-547-7927,,
Food Lion,6527 College Park Square,Virginia Beach,VA,23464,757-361-5270,,
Food Lion,1503 London Boulevard,Portsmouth,VA,23704,757-397-8812,,
Food Lion,880 S. Military & Indian River,Virginia Beach,VA,23464,757-523-0217,,
Food Lion,1920 Centerville Turnpike,Virginia Beach,VA,23464,757-479-3690,,
Food Lion,717 Battlefield Boulevard S,Chesapeake,VA,23322,757-482-5259,,
Food Lion,3539 Airline Boulevard,Portsmouth,VA,23701,757-488-1099,,
Food Lion,5610 Portsmouth Boulevard,Portsmouth,VA,23701,757-488-8014,,
Food Lion,415 Centerville Turnpike,Chesapeake,VA,23322,757-482-4854,,
Food Lion,5020 Ferrell Parkway,Virginia Beach,VA,23464,757-467-7516,,
Food Lion,2401 Colley Avenue,Norfolk,VA,23517,757-626-3936,,
Food Lion,5242 Fairfield Shopping Centre,Virginia Beach,VA,23464,757-467-1454,,
Food Lion,4221 Pleasant Valley Road,Virginia Beach,VA,23464,757-495-9624,,
Food Lion,2409 Taylor Road,Chesapeake,VA,23321,757-465-6178,,
Food Lion,5277 Princess Anne Road,Virginia Beach,VA,23462,757-490-1808,,
Food Lion,1235 N Military Highway,Norfolk,VA,23502,757-461-2533,,
Food Lion,3530 Tidewater Drive,Norfolk,VA,23509,757-623-1469,,
Food Lion,5734 Churchland Boulevard,Portsmouth,VA,23703,757-483-0480,,
Food Lion,3960 Salem Boulevard,Virginia Beach,VA,23456,757-471-3353,,
Food Lion,3325 Taylor Road Taylor Plaza,Chesapeake,VA,23321,757-484-6383,,
Food Lion,4848 Va Beach Boulevard,Virginia Beach,VA,23462,757-497-1991,,
Food Lion,6206 Military Highway,Norfolk,VA,23518,757-853-2850,,
Food Lion,5461 Wesleyan Drive,Virginia Beach,VA,23462,757-499-8133,,
Food Lion,4312 Holland Road,Virginia Beach,VA,23452,757-637-6400,,
Food Lion,7525 Tidewater Drive,Norfolk,VA,23505,757-588-7791,,
Food Lion,6550 Hampton Roads Parkway,Suffolk,VA,23435,757-483-3206,,
Food Lion,1859 E Little Creek Road,Norfolk,VA,23518,757-588-0423,,
Food Lion,748 Independence Boulevard,Virginia Beach,VA,23455,757-499-0794,,
Food Lion,8401 Hampton Boulevard,Norfolk,VA,23505,757-489-2717,,
Food Lion,3770 Birchwood Mall,Virginia Beach,VA,23452,757-340-7920,,
Food Lion,4253 East Little Creek Road,Norfolk,VA,23518,757-583-7817,,
Food Lion,3208 Holland Road,Virginia Beach,VA,23456,757-468-3816,,
Food Lion,5193 Shore Drive,Virginia Beach,VA,23455,757-460-1786,,
Food Lion,3215 Bridge Road,Suffolk,VA,23435,757-484-4467,,
Food Lion,2352 Va Beach Boulevard,Virginia Beach,VA,23454,757-463-5741,,
Food Lion,1010 Portsmouth Boulevard,Suffolk,VA,23434,757-934-6484,,
Food Lion,2005 Sandbridge Road,Virginia Beach,VA,23456,757-426-2774,,
Food Lion,1340 N Great Neck Road,Virginia Beach,VA,23454,757-481-1584,,
Food Lion,2817 Shore Drive,Virginia Beach,VA,23451,757-481-7480,,
Food Lion,1615 General Booth Boulevard,Virginia Beach,VA,23454,757-426-6971,,
Food Lion,2815 Godwin Boulevard,Suffolk,VA,23434,757-934-2745,,
Food Lion,1077 Va Beach Boulevard,Virginia Beach,VA,23454,757-425-6376,,
Food Lion,1524 Holland Road,Suffolk,VA,23434,757-538-2678,,
Food Lion,216 Market Drive,Emporia,VA,23847,434-348-0925,,
Food Lion,131 Brunswick Square Court,Lawrenceville,VA,23868,434-848-4783,,
Farm Fresh,4000 Victory Boulevard,Portsmouth,VA,23701,757-966-5206,,
Farm Fresh,353 Chatham Drive,Newport News,VA,23602,757-886-9300,,
Food Maxx,1107 Berryville Avenue,Winchester,VA,22601,540-722-4604,International,
Fair Price International Market,23520 Overland Drive,Sterling,VA,20166,703-661-0940,International,
Food Streetar,206 W Glebe Road,Alexandria,VA,22305,703-685-3996,International,
Fresh World,9540 Liberia Avenue,Manassas,VA,20110,703-330-4771,International,
Fiesta Supermarket,104 Olde Greenwich Drive,Fredericksburg,VA,22408,540-898-4884,Latin,
Fairway Supermarket,13642 Jefferson Davis Highway,Woodbridge,VA,22191,703-910-6780,Asian,
Fair Price,13863 Smoketown Road,Woodbridge,VA,22192,703-680-1170,Halal,
Fresh World,6901 Hechinger Drive,Springfield,VA,22151,703-256-5201,International,
Fresh World,1070 Elden Street,Herndon,VA,20170,703-435-8200,International,
Filipino Global Supermarket,5509 Leesburg Pike,Falls Church,VA,22041,703-820-1961,Filipino,
Farmers International Foods,1505 Lynnhaven Parkway,Virginia Beach,VA,23453,757-689-8244,International,
F and L Market Grocery Streetore,2517 Memorial Avenue,Lynchburg,VA,24501,434-846-7448,,
Four Seasons Oriental Grocery,311 Kellam Road,Virginia Beach,VA,23462,757-499-2173,Asian,
Far East,6317 Rigsby Road,Richmond,VA,23226,804-288-9518,Asian,
Five Mile International Supermarket,6322 5 Mile Centre Park,Fredericksburg,VA,22407,540-548-2492,International,
Fresh To Frozen,7803 Midlothian Turnpike,Richmond,VA,23235,(804) 675-7283,,
Great Wall Supermarket,2982 Gallows Road,Falls Church,VA,22042,703-208-3320,Asian,
Giant,3131 Duke Street,Alexandria,VA,22314,703-461-6198,,
Giant,621 East Glebe Road,Alexandria,VA,22305,703-518-4797,,
Giant,5870 Kingstowne Boulevard,Alexandria,VA,22315,703-313-8092,,
Giant,6800 Richmond Highway,Alexandria,VA,22306,703-768-6720,,
Giant,6200 Little River Turnpike,Alexandria,VA,22312,703-370-4856,,
Giant,6980 Braddock Road,Annandale,VA,22003,703-333-6360,,
Giant,7137 Columbia Pike,Annandale,VA,22003,703-354-5081,,
Giant,2501 9th Road South,Arlington,VA,22204,703-271-2479,,
Giant,2901 Glebe Road,Arlington,VA,22206,703-836-0245,,
Giant,3115 Lee Highway,Arlington,VA,22201,703-527-9453,,
Giant,3450 Washington Boulevard,Arlington,VA,22201,703-358-9343,,
Giant,43330 Junction Plaza,Ashburn,VA,20147,703-723-2160,,
Giant,43670 Greenway Corp Drive,Ashburn,VA,20147,571-223-3848,,
Giant,44110 Ashburn Shopping Plaza,Ashburn,VA,20147,703-729-3877,,
Giant,6011 Burke Center Parkway,Burke,VA,22015,703-425-0360,,
Giant,14125 Street Germain Drive,Centreville,VA,20121,703-631-3310,,
Giant,5615 Stone Road,Centreville,VA,20120,703-803-9698,,
Giant,25050 Riding Plaza,Chantilly,VA,20152,703-542-2950,,
Giant,1900 Abbey Road,Charlottesville,VA,22911,434-244-4300,,
Giant,5740 Union Mill Road,Clifton,VA,20124,703-818-0776,,
Giant,4309 Dale Boulevard,Dale City,VA,22193,703-670-5407,,
Giant,5469 Mapledale Plaza,Dale City,VA,22193,703-590-1200,,
Giant,10653 Braddock Road,Fairfax,VA,22032,703-259-5514,,
Giant,13043 Lee Jackson Memorial Highway,Fairfax,VA,22033,703-968-8324,,
Giant,"9400 Fairfax Boulevard, Fairfax Circle",Fairfax,VA,22031,703-359-2584,,
Giant,1230 W Broad Street,Falls Church,VA,22046,703-237-9609,,
Giant,3480 S Jefferson Street,Falls Church,VA,22041,703-845-0446,,
Giant,6360 Seven Corners Center,Falls Church,VA,22044,703-534-6687,,
Giant,7235 Arlington Boulevard,Falls Church,VA,22042,703-280-3340,,
Giant,35 Town and Country Road,Falmouth,VA,22405,540-899-1060,,
Giant,1245 Jefferson Davis Highway,Fredericksburg,VA,22401,540-373-2734,,
Giant,550 Celebrate Virginia Parkway,Fredericksburg,VA,22406,540-286-1721,,
Giant,5701 Plank Road,Fredericksburg,VA,22407,540-785-1020,,
Giant,7575 Linton Hall Road,Gainesville,VA,20155,703-754-2040,,
Giant,5581 Merchants View Square,Haymarket,VA,20169,571-248-4550,,
Giant,13330 Franklin Farm Road,Herndon,VA,20171,703-689-3564,,
Giant,2425 Centreville Road,Herndon,VA,20171,703-437-3162,,
Giant,2551 John Milton Drive,Herndon,VA,20171,703-715-9852,,
Giant,12445 Hedges Run Drive,Lake Ridge,VA,22192,703-491-7615,,
Giant,61 Catoctin Circle NE,Leesburg,VA,20176,703-771-1899,,
Giant,635 Potomac Station Drive,Leesburg,VA,20176,571-258-1900,,
Giant,8941 Ox Road,Lorton,VA,22079,703-690-5000,,
Giant,10100 Dumfries Road,Manassas,VA,20110,703-331-2310,,
Giant,8025 Sudley Road,Manassas,VA,20109,703-361-2541,,
Giant,1454 Chain Bridge Road,McLean,VA,22101,703-893-0377,,
Giant,2932 Chain Bridge Road,Oakton,VA,22124,703-242-2368,,
Giant,1000 East Main Street,Purcellville,VA,20132,703-443-6360,,
Giant,1450 North Point Village Center,Reston,VA,20194,703-437-0031,,
Giant,10346 Courthouse Road,Spotsylvania,VA,22553,540-710-9310,,
Giant,6364A Springfield Plaza,Springfield,VA,22150,703-569-9277,,
Giant,7501 Huntsman Boulevard,Springfield,VA,22153,703-866-3009,,
Giant,8074 Rolling Road,Springfield,VA,22153,703-912-6483,,
Giant,8320 Old Keene Mill Road,Springfield,VA,22152,703-912-6384,,
Giant,8970 Burke Lake Road,Springfield,VA,22151,571-328-7996,,
Giant,317 Worth Avenue,Stafford,VA,22554,540-657-5006,,
Giant,21000 Southbank Street,Sterling,VA,20165,703-430-1100,,
Giant,21800 Town Center Plaza,Sterling,VA,20164,703-430-6115,,
Giant,359 Maple Avenue East,Vienna,VA,22180,703-281-9257,,
Giant,41 West Lee Highway,Warrenton,VA,20186,540-347-7464,,
Global Food,10320 Festival Lane,Manassas,VA,20109,703-369-9977,International,
Global Food,13813 Foulger Square,Woodbridge,VA,22192,703-897-6100,International,
Global Food,1476 North Beauregard Street,Alexandria,VA,22311,703-933-6033,International,
German Gourmet,5838 Columbia Pike,Falls Church,VA,22041,703-379-8080,German,
Grand Mart,649 Newton Road,Virginia Beach,VA,23462,757-490-7901,International,
Ginger & Spice Market,6548 Little River Turnpike,Alexandria,VA,22312,703-916-1818,Indian,
Good Foods Grocery,3062 Stony Point Road,Richmond,VA,23235,804-320-6767,Organic,
G Market,4520 Brambleton Avenue,Cave Spring,VA,24018,540-970-3535,Asian,
Greenwood Grocery,6701 Rockfish Gap Turnpike,Crozet,VA,22932,540-456-6431,,
Goodview Grocery,7705 Goodview Road,Goodview,VA,24095,540-890-5319,,
H Mart,7885 Heritage Drive,Annandale,VA,22003,703-914-4222,Asian,
H Mart,9550 Burke Road,Burke,VA,22015,703-621-2345,Asian,
H Mart,13818 Braddock Road,Centreville,VA,20121,703-830-6180,Asian,
H Mart,8103 Lee Highway,Falls Church,VA,22042,703-573-6300,Asian,
H Mart,11200 Fairfax Boulevard,Fairfax,VA,22030,703-273-0570,Asian,
H Mart,8819 Centreville Road,Manassas,VA,20110,571-358-3400,Asian,
H Mart,1228 Elden Street,Herndon,VA,20170,571-346-7330,Asian,
Harris Teeter,42015 Village Center Plaza,Aldie,VA,20105,703-542-8340,,
Harris Teeter,1216 Greenbrier Parkway,Chesapeake,VA,23320,757-382-7300,,
Harris Teeter,237 Hanbury Road East,Chesapeake,VA,23322,757-546-9074,,
Harris Teeter,1400 Kempsville Road,Chesapeake,VA,23320,757-217-0376,,
Harris Teeter,10060 Market Circle,Manassas,VA,20110,703-257-4685,,
Harris Teeter,12745 Galveston Court,Manassas,VA,20112,703-580-0251,,
Harris Teeter,21399 Epicerie Plaza,Sterling,VA,20164,571-526-4835,,
Harris Teeter,735 N Saint Asaph Street,Alexandria,VA,22314,703-419-3837,,
Harris Teeter,4641 Duke Street,Alexandria,VA,22304,703-461-7082,,
Harris Teeter,3905 Fair Ridge Drive,Fairfax,VA,22033,703-877-0580,,
Harris Teeter,8200 Crestwood Heights Drive,McLean,VA,22102,703-448-0132,,
Harris Teeter,3575 Shoulder Hill Bridge Road,Suffolk,VA,23435,757-947-0230,,
Harris Teeter,954 South George Mason,Arlington,VA,22204,571-384-1610,,
Harris Teeter,600 North Glebe Road,Arlington,VA,22203,703-526-9100,,
Harris Teeter,2425 N Harrison Street,Arlington,VA,22207,703-532-8663,,
Harris Teeter,900 Army Navy Drive,Arlington,VA,22202,703-413-7112,,
Harris Teeter,3600 S Glebe Road,Arlington,VA,22202,703-412-1544,,
Harris Teeter,4250 Campbell Avenue,Arlington,VA,22206,703-379-2003,,
Harris Teeter,6351 Columbia Pike,Falls Church,VA,22041,703-256-6615,,
Harris Teeter,301 West Broad,Falls Church,VA,22046,571-419-6869,,
Harris Teeter,12404 Warwick Boulevard,Newport News,VA,23606,757-595-6000,,
Harris Teeter,2675 Avenuenir Place,Vienna,VA,22180,703-204-0840,,
Harris Teeter,20070 Ashbrook Commons Plaza,Ashburn,VA,20147,571-225-0110,,
Harris Teeter,42415 Ryan Road,Ashburn,VA,20148,703-542-8300,,
Harris Teeter,43300 Southern Walk Plaza,Ashburn,VA,20148,703-723-0842,,
Harris Teeter,42780 Creek View Plaza,Ashburn,VA,20147,571-223-2245,,
Harris Teeter,13901 Heathcote Boulevard,Gainesville,VA,20155,703-754-7736,,
Harris Teeter,1320 Colonial Avenue,Norfolk,VA,23517,757-533-9284,,
Harris Teeter,179 West Ocean View Avenue,Norfolk,VA,23503,757-587-0200,,
Harris Teeter,7550 Granby Street,Norfolk,VA,23505,757-588-4560,,
Harris Teeter,2800 Arctic Avenue,Virginia Beach,VA,23451,757-422-4595,,
Harris Teeter,4540 Princess Anne Road,Virginia Beach,VA,23462,757-467-4387,,
Harris Teeter,2476 Nimmo Parkway,Virginia Beach,VA,23456,757-563-9410,,
Harris Teeter,2110 N Great Neck Square,Virginia Beach,VA,23454,757-481-6254,,
Harris Teeter,1069 Independence Boulevard,Virginia Beach,VA,23455,757-217-0240,,
Harris Teeter,5060 Ferrell Parkway,Virginia Beach,VA,23464,757-467-0529,,
Harris Teeter,3333 Virginia Beach Boulevard,Virginia Beach,VA,23452,757-631-6750,,
Harris Teeter,2105 Princess Anne Road,Virginia Beach,VA,23456,757-721-2396,,
Harris Teeter,2129 General Booth Boulevard,Virginia Beach,VA,23454,757-427-6220,,
Harris Teeter,10438 Bristow Center Drive,Bristow,VA,20136,703-257-1367,,
Harris Teeter,227 Fox Hill Road,Hampton,VA,23669,757-850-0156,,
Harris Teeter,3249 Tyre Neck Road,Portsmouth,VA,23703,757-483-9235,,
Harris Teeter,530 Fletcher Drive,Warrenton,VA,20186,540-349-9500,,
Harris Teeter,25401 Eastern Marketplace Plaza,Chantilly,VA,20152,703-722-2126,,
Harris Teeter,12960 Highland Crossing Drive,Herndon,VA,20171,703-464-7934,,
Harris Teeter,105 Purcellville Gateway Drive,Purcellville,VA,20132,540-338-8995,,
Harris Teeter,4511 John Tyler Hiighway,Williamsburg,VA,23185,757-941-1680,,
Harris Teeter,6485 Centerville Road,Williamsburg,VA,23188,757-903-4350,,
Harris Teeter,1470 Quarterpath Road,Williamsburg,VA,23185,757-253-0182,,
Harris Teeter,975  Emmet Street,Charlottesville,VA,22903,434-984-2900,,
Harris Teeter,545 Radford Lane,Charlottesville,VA,22903,434-823-1184,,
Harris Teeter,159 Community Street,Charlottesville,VA,22911,434-872-0009,,
Harris Teeter,19350 Winmeade Drive,Leesburg,VA,20176,571-333-2495,,
Harris Teeter,11806 Spectrum Center,Reston ,VA,20190,703-435-5800,,
Halalway International Supermarket,4072 Jermantown Road,Fairfax,VA,22030,703-218-3104,Halal,
Halal Bazaar,11127 Lee Highway,Fairfax,VA,22030,703-591-5116,Halal,
Hall's Super Market,3895 James Monroe Highway,Colonial Beach,VA,22443,804-224-9310,,
Horton's Supermarket,1009 S Main Street,Galax,VA,24333,276-236-6662,,
Heritage Natural Market,984 Laskin Road,Virginia Beach,VA,23451,757-428-0500,Organic,
Hampton Oriental Market,1123 N King Street,Hampton,VA,23669,757-723-3003,Asian,
Halalco,5912 Leesburg Pike,Falls Church,VA,22041,703-532-3202,Halal,
Himalayan Grocery,3623 Williamson Road,Roanoke,VA,24012,540-682-8464,Asian,
Heba's Health Food,7210 Nathan Court,Manassas,VA,20109,703-361-2958,Egyptian,
Ingles,1185 N Main Street,Marion,VA,24354,276-783-5461,,
Indian Spices,1067 W Broad Street ,Falls Church,VA,22046,703-532-1777,Indian,
India A1 Grocery,4815 Lee Highway,Arlington,VA,22207,703-841-9626,Indian,
Island Foods,6277 Cleveland Street,Chincoteague,VA,23336,757-336-5829,,
International Food Market,13270 Warwick Boulevard,Newport News,VA,23602,757-336-1546,International,
Indo Pak Groceries,20600b Timberlake Road N,Lynchburg,VA,24502,434-237-1000,Indian,
Ichiban Japanese Food Streetore,867 S Lynnhaven Road,Virginia Beach,VA,23452,757-427-6800,Japanese,
Jummah Bazaar,6353 Rolling Road,Springfield,VA,22152,703-912-9090,Afghan,
J Mart,309 Aragona Boulevard,Virginia Beach,VA,23462,757-201-3520,Japanese,
Jung Ha Oriental Market,13310 Warwick Boulevard,Newport News,VA,23602,757-872-8781,Korean,
Kroger,7789 Richmond Highway,Appomatox,VA,24522,434-352-0817,,
Kroger,4119 Boonsboro Road,Lynchburg,VA,24503,434-384-2415,,
Kroger,2012 Wards Road,Lynchburg,VA,24502,434-239-6018,,
Kroger,7805 Timberlake Road,Lynchburg,VA,24502,434-237-5738,,
Kroger,15069 Forest Road,Forest,VA,24551,434-534-0020,,
Kroger,545 Radford Lane,Charlottesville,VA,22903,434-823-1184,,
Kroger,975 Emmet Street,Charlottesville,VA,22903,434-984-2900,,
Kroger,1159 Emmet Street N,Charlottesville,VA,22903,434-293-5176,,
Kroger,1904 Emmet Street N,Charlottesville,VA,22901,434-295-8334,,
Kroger,245 Arch Avenue,Waynesboro,VA,22980,540-943-3172,,
Kroger,1980 Rio Hill Center,Charlottesville,VA,22901,434-978-1311,,
Kroger,422 E Nelson Street,Lexington,VA,24450,540-464-3309,,
Kroger,159 Community Drive,Charlottesville,VA,22911,434-872-0009,,
Kroger,850 Statler Boulevard,Staunton,VA,24401,540-885-9866,,
Kroger,14101 Midlothian Turnpike,Midlothian,VA,23113,804-594-1640,,
Kroger,13201 Rittenhouse Drive,Midlothian,VA,23112,804-763-5400,,
Kroger,11895 W Broad Street,Richmond,VA,23233,804-360-2643,,
Kroger,3001 Polo Parkway,Midlothian,VA,23113,804-379-1395,,
Kroger,1356 Gaskins Road,Richmond,VA,23238,804-740-1418,,
Kroger,80 Westlake Road,Hardy,VA,24101,540-721-3102,,
Kroger,1510 Eastridge Road,Richmond,VA,23229,804-288-2730,,
Kroger,2821 Hicks Road,North Chesterfield,VA,23235,804-675-2288,,
Kroger,9480 W Broad Street,Henrico,VA,23294,804-270-0933,,
Kroger,1790 E Market Street,Harrisonburg,VA,22801,540-432-1830,,
Kroger,7000 Tim Price Way,North Chesterfield,VA,23225,804-772-8540,,
Kroger,1618 Main Street,Clifton Forge,VA,24422,540-863-5591,,
Kroger,9000 Staples Mill Road,Henrico,VA,23228,804-977-9514,,
Kroger,1601 Willow Lawn Drive,Richmond,VA,23230,804-288-2885,,
Kroger,3507 W Cary Street,Richmond,VA,23221,804-254-1975,,
Kroger,3970 Valley Gateway Boulevard,Roanoke,VA,24012,540-977-6480,,
Kroger,10800 Iron Bridge Road,Chester,VA,23831,804-318-5579,,
Kroger,72 Kingston Drive,Daleville,VA,24083,540-992-4920,,
Kroger,915 Hardy Road,Vinton,VA,24179,540-345-7017,,
Kroger,901 N Lombardy Street,Richmond,VA,23220,804-213-3620,,
Kroger,7223 Williamson Road,Roanoke,VA,24019,540-563-0110,,
Kroger,5050 Rutgers Street NW,Roanoke,VA,24012,540-362-5990,,
Kroger,12726 Jefferson Davis Highway,Chester,VA,23831,804-414-7000,,
Kroger,614 Brandon Avenue SW,Roanoke,VA,24015,540-342-1017,,
Kroger,9351 Atlee Road,Mechanicsville,VA,23116,804-569-8240,,
Kroger,3635 Peters Creek Road,Roanoke,VA,24019,540-563-3061,,
Kroger,4488 Electric Road,Roanoke,VA,24018,540-989-4434,,
Kroger,400 Old Franklin Turnpike,Rocky Mount,VA,24151,540-483-1002,,
Kroger,4816 S Laburnum Avenue,Richmond,VA,23231,804-222-0240,,
Kroger,3971 Brambleton Avenue,Roanoke,VA,24018,540-775-0861,,
Kroger,161 Electric Road,Salem,VA,24153,540-986-0009,,
Kroger,4404 Brambleton Avenue,Roanoke,VA,24018,540-776-0050,,
Kroger,903 University City Boulevard,Blacksburg,VA,24060,540-951-3045,,
Kroger,1322 S Main Street,Blacksburg,VA,24060,540-953-7004,,
Kroger,555 N Franklin Street,Christiansburg,VA,24073,540-381-8710,,
Kroger,7480 Lee Highway,Fairlawn,VA,24141,540-639-0311,,
Kroger,1477 W Main Street,Salem,VA,24153,540-387-2481,,
Kroger,1925 Electric Road,Salem,VA,24153,540-375-2600,,
Kroger,240 Commonwealth Boulevard W,Martinsville,VA,24112,276-666-4001,,
Kroger,466 Cummings Street,Abingdon,VA,24210,276-628-6015,,
Kroger,31 Midway Street,Bristol,VA,24201,276-642-0031,,
Kroger,1401 N Main Street,Suffolk,VA,23434,757-539-4800,,
Kroger,1017 University Boulevard,Suffolk,VA,23435,757-335-4536,,
Kroger,5007-2 Victory Boulevard,Tabb,VA,23693,757-234-7981,,
Kroger,3901 Holland Road,Virginia Beach,VA,23452,757-995-0400,,
Kroger,3330 Virginia Beach Boulevard,Virginia Beach,VA,23452,757-486-0400,,
Kroger,975 Providence Square Shopping Center,Virginia Beach,VA,23464,757-495-8093,,
Kroger,1800 Republic Road,Virginia Beach,VA,23454,757-422-4271,,
Kroger,4625 Shore Drive,Virginia Beach,VA,23455,757-460-0343,,
Kroger,1050 W Mercury Boulevard,Hampton,VA,23666,757-251-0443,,
Kroger,7524 Hayes Shopping Court,Hayes,VA,23072,804-642-6101,,
Kroger,6335 Mechanicsville Turnpike,Mechanicsville,VA,23111,804-730-6832,,
Kroger,1653 Sentinel Drive,Chesapeake,VA,23320,757-389-7326,,
Kroger,309 South Battlefield Boulevard,Chesapeake,VA,23322,757-482-3377,,
Kroger,1464 Mt Pleasant Road,Chesapeake,VA,23322,757-217-4030,,
Kumasi Supermarket,14790 Build America Drive,Woodbridge,VA,22191,703-496-4796,African,
Kabul Halal Market,3143 Golansky Boulevard,Woodbridge,VA,22192,703-590-7171,Afghan,
Kundan International Grocery,627 Pilot House Drive,Newport News,VA,23606,757-595-8162,Indian,
Kelsick Specialty Market,6632 Main Street,Gloucester,VA,23061,804-693-6500,,
Lotte Plaza,490 Elden Street,Herndon,VA,20170,703-828-8310,Asian,
Lotte Plaza,5204 Port Royal Road,Springfield,VA,22151,571-419-6954,Asian,
Lotte Plaza,43930 Farmwell Hunt Plaza,Ashburn,VA,20147,703-858-2780,Asian,
Lotte Plaza,5900 Centreville Crest Lane,Centreville,VA,20121,703-543-7942,Asian,
Lotte Plaza,13955 Metrotech Drive,Chantilly,VA,20151,703-488-6600,Asian,
Lowes Food,301 S Main Street,Stuart,VA,24171,276-694-5656,,
Lidl,2070 Tacketts Village Square,Woodbridge,VA,22192,844-747-5435,,
Lidl,3500 S Clark Street,Arlington,VA,22202,844-747-5435,,
Lidl,6801 Commerce Street,Springfield,VA,22150,844-747-5435,,
Lidl,11782 Sudley Manor Drive,Manassas,VA,20109,844-747-5435,,
Lidl,16601 Dumfries Road,Dumfries,VA,22025,844-747-5435,,
Lidl,11179 Lee Highway,Fairfax,VA,22030,844-747-5435,,
Lidl,21285 Coopers Hawk Drive,Broadlands,VA,20148,844-747-5435,,
Lidl,44175 Ashbrook Marketplace Plaza,Ashburn,VA,20147,844-747-5435,,
Lidl,9274 Old Keene Mill Road,Burke,VA,22015,844-747-5435,,
Lidl,1175 Warrenton Road,Fredericksburg,VA,22406,844-747-5435,,
Lidl,5455 Plank Road,Fredericksburg,VA,22407,844-747-5435,,
Lidl,6548 Little River Turnpike,Alexandria,VA,22312,844-747-5435,,
Lidl,15169 Brandy Road,Culpeper,VA,22701,844-747-5435,,
Lidl,12151 W Broad Street,Henrico,VA,23233,844-747-5435,,
Lidl,1311 Mall Drive,Bon Air,VA,23235,844-747-5435,,
Lidl,5110 S Laburnum Avenue,Richmond,VA,23231,844-747-5435,,
Lidl,4700 W Broad Street,Richmond,VA,23230,844-747-5435,,
Lidl,3248 Holland Road,Virginia Beach,VA,23453,844-747-5435,,
